,date,open,high,low,close,adjusted_close,volume
51,1981-02-26,25.6256,25.76,25.6256,25.6256,0.0889,10841600
52,1981-02-27,26.4992,26.7456,26.4992,26.4992,0.0919,14761600
53,1981-03-02,26.6336,26.7456,26.6336,26.6336,0.0924,11760000
54,1981-03-03,26.3648,26.3648,26.2528,26.2528,0.0911,16172800
55,1981-03-04,26.1184,26.1184,26.0064,26.0064,0.0902,13708800
56,1981-03-05,26.0064,26.0064,25.872,25.872,0.0898,5376000
57,1981-03-06,25.872,25.872,25.6256,25.6256,0.0889,11603200
58,1981-03-09,23.744,23.744,23.632,23.632,0.082,15321600
59,1981-03-10,22.624,22.624,22.4896,22.4896,0.078,28380800
60,1981-03-11,21.8848,21.8848,21.616,21.616,0.075,29859200
61,1981-03-12,22.4896,22.624,22.4896,22.4896,0.078,59248000
62,1981-03-13,22.3776,22.3776,22.2432,22.2432,0.0772,231302400
63,1981-03-16,23.1168,23.3856,23.1168,23.1168,0.0802,37228800
64,1981-03-17,24.2592,24.5056,24.2592,24.2592,0.0842,43747200
65,1981-03-18,25.76,26.0064,25.76,25.76,0.0894,36937600
66,1981-03-19,25.6256,25.6256,25.4912,25.4912,0.0884,37811200
67,1981-03-20,25.76,26.0064,25.76,25.76,0.0894,14604800
68,1981-03-23,26.7456,26.992,26.7456,26.7456,0.0928,22019200
69,1981-03-24,26.7456,26.7456,26.6336,26.6336,0.0924,28156800
70,1981-03-25,26.3648,26.3648,26.1184,26.1184,0.0906,7056000
71,1981-03-26,25.76,25.76,25.6256,25.6256,0.0889,12275200
72,1981-03-27,24.864,24.864,24.752,24.752,0.0859,12252800
73,1981-03-30,24.752,24.9984,24.752,24.752,0.0859,9900800
74,1981-03-31,24.752,24.752,24.5056,24.5056,0.085,15993600
75,1981-04-01,24.3712,24.3712,24.2592,24.2592,0.0842,34070400
76,1981-04-02,26.3648,26.4992,26.3648,26.3648,0.0915,31404800
77,1981-04-03,26.4992,26.6336,26.4992,26.4992,0.0919,16486400
78,1981-04-06,26.1184,26.1184,26.0064,26.0064,0.0902,22803200
79,1981-04-07,25.872,25.872,25.76,25.76,0.0894,10684800
80,1981-04-08,26.992,27.2608,26.992,26.992,0.0936,21952000
81,1981-04-09,27.5072,27.6192,27.5072,27.5072,0.0954,12499200
82,1981-04-10,27.8656,28.0,27.8656,27.8656,0.0967,33465600
83,1981-04-13,27.8656,28.0,27.8656,27.8656,0.0967,16060800
84,1981-04-14,27.8656,28.0,27.8656,27.8656,0.0967,6652800
85,1981-04-15,26.6336,26.6336,26.4992,26.4992,0.0919,34048000
86,1981-04-16,25.1328,25.1328,24.9984,24.9984,0.0867,23878400
87,1981-04-20,25.76,25.872,25.76,25.76,0.0894,35347200
88,1981-04-21,27.5072,27.6192,27.5072,27.5072,0.0954,28537600
89,1981-04-22,28.4928,28.6272,28.4928,28.4928,0.0988,18995200
90,1981-04-23,29.2544,29.3664,29.2544,29.2544,0.1015,58016000
91,1981-04-24,29.2544,29.2544,29.008,29.008,0.1006,35056000
92,1981-04-27,28.8736,28.8736,28.7392,28.7392,0.0997,38528000
93,1981-04-28,28.3808,28.3808,28.2464,28.2464,0.098,32188800
94,1981-04-29,28.0,28.0,27.8656,27.8656,0.0967,13641600
95,1981-04-30,28.3808,28.6272,28.3808,28.3808,0.0985,12611200
96,1981-05-01,28.3808,28.6272,28.3808,28.3808,0.0985,16553600
97,1981-05-04,28.3808,28.3808,28.2464,28.2464,0.098,14448000
98,1981-05-05,28.2464,28.2464,28.1344,28.1344,0.0976,17539200
99,1981-05-06,27.5072,27.5072,27.3728,27.3728,0.095,18950400
100,1981-05-07,27.7536,27.8656,27.7536,27.7536,0.0963,9363200
101,1981-05-08,28.0,28.1344,28.0,28.0,0.0971,7907200
102,1981-05-11,27.5072,27.5072,27.3728,27.3728,0.095,11939200
103,1981-05-12,27.3728,27.7536,27.3728,27.3728,0.095,4256000
104,1981-05-13,27.3728,27.6192,27.2608,27.2608,0.0946,4905600
105,1981-05-14,27.1264,27.1264,26.88,26.88,0.0932,4928000
106,1981-05-15,27.5072,27.8656,27.5072,27.5072,0.0954,4905600
107,1981-05-18,28.0,28.2464,28.0,28.0,0.0971,4166400
108,1981-05-19,27.6192,27.6192,27.5072,27.5072,0.0954,25424000
109,1981-05-20,28.3808,28.6272,28.3808,28.3808,0.0985,13283200
110,1981-05-21,29.9936,30.128,29.9936,29.9936,0.1041,32211200
111,1981-05-22,31.3824,31.6288,31.3824,31.3824,0.1089,31427200
112,1981-05-26,31.3824,31.3824,31.248,31.248,0.1084,85344000
113,1981-05-27,32.9952,33.1296,32.9952,32.9952,0.1145,149497600
114,1981-05-28,32.9952,33.1296,32.9952,32.9952,0.1145,73987200
115,1981-05-29,33.1296,33.2416,33.1296,33.1296,0.1149,59382400
116,1981-06-01,33.1296,33.2416,33.1296,33.1296,0.1149,51251200
117,1981-06-02,31.6288,31.6288,31.4944,31.4944,0.1093,40432000
118,1981-06-03,31.4944,31.7408,31.4944,31.4944,0.1093,39446400
119,1981-06-04,32.1216,32.256,32.1216,32.1216,0.1114,56067200
120,1981-06-05,31.7408,31.7408,31.6288,31.6288,0.1097,57680000
121,1981-06-08,30.6208,30.6208,30.5088,30.5088,0.1058,93497600
122,1981-06-09,31.136,31.248,31.136,31.136,0.108,119593600
123,1981-06-10,31.4944,31.8752,31.4944,31.4944,0.1093,25222400
124,1981-06-11,32.8832,32.9952,32.8832,32.8832,0.1141,38976000
125,1981-06-12,32.6144,32.6144,32.5024,32.5024,0.1128,25804800
126,1981-06-15,32.5024,32.5024,32.368,32.368,0.1123,143763200
127,1981-06-16,31.8752,31.8752,31.7408,31.7408,0.1101,37251200
128,1981-06-17,31.3824,31.3824,31.248,31.248,0.1084,27574400
129,1981-06-18,31.248,31.3824,31.136,31.136,0.108,23049600
130,1981-06-19,30.3744,30.3744,30.24,30.24,0.1049,27507200
131,1981-06-22,29.2544,29.2544,29.12,29.12,0.101,10841600
132,1981-06-23,29.6352,29.8816,29.6352,29.6352,0.1028,15030400
133,1981-06-24,29.12,29.12,28.8736,28.8736,0.1002,23027200
134,1981-06-25,29.5008,29.6352,29.5008,29.5008,0.1023,24259200
135,1981-06-26,29.3664,29.3664,29.12,29.12,0.101,23788800
136,1981-06-29,28.3808,28.3808,28.1344,28.1344,0.0976,10595200
137,1981-06-30,26.1184,26.1184,26.0064,26.0064,0.0902,35907200
138,1981-07-01,25.872,25.872,25.76,25.76,0.0894,170464000
139,1981-07-02,25.76,25.872,25.76,25.76,0.0894,30284800
140,1981-07-06,25.1328,25.1328,24.864,24.864,0.0863,16531200
141,1981-07-07,25.1328,25.3792,25.1328,25.1328,0.0872,15836800
142,1981-07-08,26.1184,26.2528,26.1184,26.1184,0.0906,16620800
143,1981-07-09,24.2592,24.2592,24.1248,24.1248,0.0837,32883200
144,1981-07-10,22.3776,22.3776,22.2432,22.2432,0.0772,55171200
145,1981-07-13,22.7584,22.8704,22.7584,22.7584,0.079,45740800
146,1981-07-14,23.744,23.9904,23.744,23.744,0.0824,19779200
147,1981-07-15,24.3712,24.5056,24.3712,24.3712,0.0845,10953600
148,1981-07-16,24.9984,25.2448,24.9984,24.9984,0.0867,15232000
149,1981-07-17,25.872,26.0064,25.872,25.872,0.0898,19824000
150,1981-07-20,24.2592,24.2592,24.1248,24.1248,0.0837,23654400
151,1981-07-21,24.1248,24.1248,23.9904,23.9904,0.0832,31942400
152,1981-07-22,22.8704,22.8704,22.624,22.624,0.0785,22668800
153,1981-07-23,23.2512,23.3856,23.2512,23.2512,0.0807,34451200
154,1981-07-24,23.9904,24.1248,23.9904,23.9904,0.0832,28851200
155,1981-07-27,24.9984,25.1328,24.9984,24.9984,0.0867,17337600
156,1981-07-28,24.2592,24.2592,24.1248,24.1248,0.0837,22848000
157,1981-07-29,23.8784,23.8784,23.744,23.744,0.0824,15500800
158,1981-07-30,24.6176,24.864,24.6176,24.6176,0.0854,9900800
159,1981-07-31,24.9984,25.1328,24.9984,24.9984,0.0867,10953600
160,1981-08-03,24.9984,24.9984,24.752,24.752,0.0859,12432000
161,1981-08-04,25.1328,25.2448,25.1328,25.1328,0.0872,31673600
162,1981-08-05,25.872,26.0064,25.872,25.872,0.0898,17494400
163,1981-08-06,25.3792,25.3792,25.2448,25.2448,0.0876,10528000
164,1981-08-07,25.2448,25.3792,25.2448,25.2448,0.0876,9206400
165,1981-08-10,25.2448,25.2448,25.2448,25.2448,0.0876,0
166,1981-08-11,24.752,24.752,24.5056,24.5056,0.085,71456000
167,1981-08-12,24.1248,24.1248,23.9904,23.9904,0.0832,26275200
168,1981-08-13,23.3856,23.3856,23.2512,23.2512,0.0807,27484800
169,1981-08-14,23.1168,23.1168,22.8704,22.8704,0.0793,24192000
170,1981-08-17,22.3776,22.3776,22.1312,22.1312,0.0768,18905600
171,1981-08-18,21.8848,21.8848,21.616,21.616,0.075,17001600
172,1981-08-19,21.616,21.616,21.3696,21.3696,0.0741,20675200
173,1981-08-20,21.616,21.7504,21.616,21.616,0.075,17113600
174,1981-08-21,20.384,20.384,20.1152,20.1152,0.0698,41910400
175,1981-08-24,18.9952,18.9952,18.8832,18.8832,0.0655,23072000
176,1981-08-25,19.376,19.5104,19.376,19.376,0.0672,40700800
177,1981-08-26,19.1296,19.1296,18.9952,18.9952,0.0659,33600000
178,1981-08-27,19.1296,19.2416,19.1296,19.1296,0.0664,25916800
179,1981-08-28,20.1152,20.2496,20.1152,20.1152,0.0698,38035200
180,1981-08-31,20.1152,20.2496,20.1152,20.1152,0.0698,40947200
181,1981-09-01,21.3696,21.504,21.3696,21.3696,0.0741,37027200
182,1981-09-02,21.7504,21.8848,21.7504,21.7504,0.0755,19376000
183,1981-09-03,20.8768,20.8768,20.6304,20.6304,0.0716,37475200
184,1981-09-04,20.496,20.496,20.384,20.384,0.0707,15254400
185,1981-09-08,19.8688,19.8688,19.7568,19.7568,0.0685,25446400
186,1981-09-09,19.7568,19.8688,19.7568,19.7568,0.0685,30531200
187,1981-09-10,19.8688,20.0032,19.8688,19.8688,0.0689,34809600
188,1981-09-11,19.7568,19.7568,19.6224,19.6224,0.0681,17539200
189,1981-09-14,19.1296,19.1296,18.9952,18.9952,0.0659,27686400
190,1981-09-15,18.6144,18.6144,18.5024,18.5024,0.0642,19510400
191,1981-09-16,18.256,18.256,18.1216,18.1216,0.0629,19353600
192,1981-09-17,17.7408,17.7408,17.6288,17.6288,0.0612,19376000
193,1981-09-18,17.7408,17.8752,17.7408,17.7408,0.0615,26320000
194,1981-09-21,17.8752,18.0096,17.8752,17.8752,0.062,49033600
195,1981-09-22,17.0016,17.0016,16.8672,16.8672,0.0585,47420800
196,1981-09-23,16.7552,16.7552,16.5088,16.5088,0.0573,28201600
197,1981-09-24,16.5088,16.5088,16.3744,16.3744,0.0568,18300800
198,1981-09-25,14.4928,14.4928,14.2464,14.2464,0.0494,34608000
199,1981-09-28,14.3808,14.4928,14.3808,14.3808,0.0499,91728000
200,1981-09-29,15.12,15.2544,15.12,15.12,0.0525,94684800
201,1981-09-30,15.2544,15.3664,15.2544,15.2544,0.0529,49996800
202,1981-10-01,15.2544,15.3664,15.2544,15.2544,0.0529,61129600
203,1981-10-02,16.5088,16.6208,16.5088,16.5088,0.0573,45046400
204,1981-10-05,17.0016,17.248,17.0016,17.0016,0.059,43097600
205,1981-10-06,17.0016,17.0016,16.8672,16.8672,0.0585,28358400
206,1981-10-07,17.8752,18.1216,17.8752,17.8752,0.062,38841600
207,1981-10-08,18.5024,18.6144,18.5024,18.5024,0.0642,31091200
208,1981-10-09,18.6144,18.8832,18.6144,18.6144,0.0646,54521600
209,1981-10-12,19.2416,19.376,19.2416,19.2416,0.0668,27350400
210,1981-10-13,19.2416,19.5104,19.2416,19.2416,0.0668,44195200
211,1981-10-14,18.256,18.256,18.1216,18.1216,0.0629,30979200
212,1981-10-15,18.5024,18.6144,18.5024,18.5024,0.0642,29433600
213,1981-10-16,18.368,18.368,18.256,18.256,0.0633,36467200
214,1981-10-19,18.6144,18.7488,18.6144,18.6144,0.0646,20585600
215,1981-10-20,19.6224,19.7568,19.6224,19.6224,0.0681,35728000
216,1981-10-21,19.6224,19.7568,19.6224,19.6224,0.0681,76899200
217,1981-10-22,19.6224,19.6224,19.5104,19.5104,0.0677,32278400
218,1981-10-23,19.1296,19.1296,18.9952,18.9952,0.0659,27910400
219,1981-10-26,18.9952,19.1296,18.9952,18.9952,0.0659,27283200
220,1981-10-27,19.376,19.6224,19.376,19.376,0.0672,85590400
221,1981-10-28,20.0032,20.1152,20.0032,20.0032,0.0694,44172800
222,1981-10-29,19.8688,19.8688,19.7568,19.7568,0.0685,30486400
223,1981-10-30,20.0032,20.1152,20.0032,20.0032,0.0694,52729600
224,1981-11-02,20.0032,20.1152,20.0032,20.0032,0.0694,36915200
225,1981-11-03,19.8688,19.8688,19.7568,19.7568,0.0685,28380800
226,1981-11-04,19.376,19.376,19.2416,19.2416,0.0668,23811200
227,1981-11-05,18.0096,18.0096,17.8752,17.8752,0.062,23363200
228,1981-11-06,18.0096,18.1216,18.0096,18.0096,0.0625,24595200
229,1981-11-09,18.256,18.368,18.256,18.256,0.0633,20384000
230,1981-11-10,18.368,18.5024,18.368,18.368,0.0637,16755200
231,1981-11-11,18.8832,18.9952,18.8832,18.8832,0.0655,27440000
232,1981-11-12,19.5104,19.6224,19.5104,19.5104,0.0677,39916800
233,1981-11-13,18.256,18.256,18.1216,18.1216,0.0629,21011200
234,1981-11-16,18.0096,18.0096,17.8752,17.8752,0.062,22556800
235,1981-11-17,18.256,18.368,18.256,18.256,0.0633,35414400
236,1981-11-18,18.8832,18.9952,18.8832,18.8832,0.0655,29142400
237,1981-11-19,18.8832,18.9952,18.8832,18.8832,0.0655,40006400
238,1981-11-20,18.9952,19.1296,18.9952,18.9952,0.0659,38102400
239,1981-11-23,18.368,18.368,18.1216,18.1216,0.0629,22960000
240,1981-11-24,18.1216,18.1216,18.0096,18.0096,0.0625,22153600
241,1981-11-25,18.368,18.5024,18.368,18.368,0.0637,52550400
242,1981-11-27,18.8832,18.9952,18.8832,18.8832,0.0655,37251200
243,1981-11-30,18.7488,18.7488,18.6144,18.6144,0.0646,23968000
244,1981-12-01,18.6144,18.7488,18.6144,18.6144,0.0646,23385600
245,1981-12-02,18.7488,18.8832,18.7488,18.7488,0.065,37564800
246,1981-12-03,18.6144,18.6144,18.5024,18.5024,0.0642,20428800
247,1981-12-04,18.9952,19.1296,18.9952,18.9952,0.0659,137155200
248,1981-12-07,19.1296,19.2416,19.1296,19.1296,0.0664,59292800
249,1981-12-08,18.9952,18.9952,18.7488,18.7488,0.065,50624000
250,1981-12-09,18.8832,18.9952,18.8832,18.8832,0.0655,34272000
251,1981-12-10,18.8832,18.9952,18.8832,18.8832,0.0655,37408000
252,1981-12-11,18.8832,18.9952,18.7488,18.7488,0.065,76092800
253,1981-12-14,18.368,18.368,18.1216,18.1216,0.0629,25244800
254,1981-12-15,18.6144,18.7488,18.6144,18.6144,0.0646,31315200
255,1981-12-16,19.5104,19.6224,19.5104,19.5104,0.0677,65452800
256,1981-12-17,21.1232,21.2576,21.1232,21.1232,0.0733,51452800
257,1981-12-18,22.8704,23.0048,22.8704,22.8704,0.0793,71724800
258,1981-12-21,21.9968,21.9968,21.8848,21.8848,0.0759,56403200
259,1981-12-22,22.2432,22.3776,22.2432,22.2432,0.0772,53827200
260,1981-12-23,21.8848,21.8848,21.7504,21.7504,0.0755,28896000
261,1981-12-24,21.8848,21.9968,21.8848,21.8848,0.0759,28918400
262,1981-12-28,21.1232,21.1232,20.8768,20.8768,0.0724,36579200
263,1981-12-29,21.2576,21.504,21.2576,21.2576,0.0737,24236800
264,1981-12-30,22.1312,22.2432,22.1312,22.1312,0.0768,32188800
265,1981-12-31,22.1312,22.2432,22.1312,22.1312,0.0768,54656000
266,1982-01-04,22.1312,22.1312,21.9968,21.9968,0.0763,71254400
267,1982-01-05,21.1232,21.1232,20.8768,20.8768,0.0724,35840000
268,1982-01-06,20.7424,20.7424,20.6304,20.6304,0.0716,66080000
269,1982-01-07,19.2416,19.2416,18.9952,18.9952,0.0659,70044800
270,1982-01-08,19.8688,20.0032,19.8688,19.8688,0.0689,56604800
271,1982-01-11,18.7488,18.7488,18.6144,18.6144,0.0646,33331200
272,1982-01-12,18.1216,18.1216,18.0096,18.0096,0.0625,59920000
273,1982-01-13,18.0096,18.0096,17.8752,17.8752,0.062,41753600
274,1982-01-14,18.7488,18.8832,18.7488,18.7488,0.065,25715200
275,1982-01-15,20.0032,20.2496,20.0032,20.0032,0.0694,46704000
276,1982-01-18,20.384,20.6304,20.384,20.384,0.0707,28000000
277,1982-01-19,20.1152,20.1152,19.8688,19.8688,0.0689,55507200
278,1982-01-20,20.2496,20.384,20.2496,20.2496,0.0702,25827200
279,1982-01-21,20.6304,20.7424,20.6304,20.6304,0.0716,33331200
280,1982-01-22,20.7424,20.8768,20.7424,20.7424,0.072,24259200
281,1982-01-25,20.2496,20.2496,20.1152,20.1152,0.0698,44710400
282,1982-01-26,19.6224,19.6224,19.376,19.376,0.0672,21212800
283,1982-01-27,19.5104,19.7568,19.5104,19.5104,0.0677,31360000
284,1982-01-28,20.1152,20.2496,20.1152,20.1152,0.0698,39603200
285,1982-01-29,20.384,20.496,20.384,20.384,0.0707,53155200
286,1982-02-01,20.384,20.384,20.1152,20.1152,0.0698,38528000
287,1982-02-02,20.2496,20.496,20.2496,20.2496,0.0702,54275200
288,1982-02-03,20.2496,20.384,20.2496,20.2496,0.0702,31472000
289,1982-02-04,19.8688,19.8688,19.7568,19.7568,0.0685,22041600
290,1982-02-05,19.7568,19.8688,19.7568,19.7568,0.0685,40297600
291,1982-02-08,18.6144,18.6144,18.5024,18.5024,0.0642,31696000
292,1982-02-09,18.5024,18.6144,18.5024,18.5024,0.0642,57904000
293,1982-02-10,18.7488,18.8832,18.7488,18.7488,0.065,38796800
294,1982-02-11,18.6144,18.6144,18.5024,18.5024,0.0642,24528000
295,1982-02-12,18.7488,18.8832,18.7488,18.7488,0.065,19644800
296,1982-02-16,18.5024,18.5024,18.368,18.368,0.0637,34316800
297,1982-02-17,18.6144,18.7488,18.6144,18.6144,0.0646,25580800
298,1982-02-18,18.8832,18.9952,18.8832,18.8832,0.0655,28380800
299,1982-02-19,18.8832,18.8832,18.7488,18.7488,0.065,13596800
300,1982-02-22,18.6144,18.6144,18.5024,18.5024,0.0642,26633600
301,1982-02-23,18.368,18.368,18.256,18.256,0.0633,34540800
302,1982-02-24,18.368,18.5024,18.368,18.368,0.0637,37945600
303,1982-02-25,18.368,18.368,18.256,18.256,0.0633,30800000
304,1982-02-26,18.256,18.368,18.256,18.256,0.0633,17427200
305,1982-03-01,18.368,18.5024,18.368,18.368,0.0637,35302400
306,1982-03-02,18.368,18.5024,18.368,18.368,0.0637,34809600
307,1982-03-03,18.368,18.5024,18.368,18.368,0.0637,23654400
308,1982-03-04,18.1216,18.1216,18.0096,18.0096,0.0625,38371200
309,1982-03-05,16.7552,16.7552,16.6208,16.6208,0.0577,45315200
310,1982-03-08,16.5088,16.5088,16.3744,16.3744,0.0568,35145600
311,1982-03-09,16.5088,16.6208,16.5088,16.5088,0.0573,52505600
312,1982-03-10,16.3744,16.3744,16.24,16.24,0.0563,86934400
313,1982-03-11,16.24,16.5088,16.24,16.24,0.0563,22579200
314,1982-03-12,15.3664,15.3664,15.2544,15.2544,0.0529,46547200
315,1982-03-15,15.2544,15.2544,15.12,15.12,0.0525,51363200
316,1982-03-16,15.008,15.008,14.8736,14.8736,0.0516,47152000
317,1982-03-17,14.2464,14.2464,14.1344,14.1344,0.049,50489600
318,1982-03-18,15.2544,15.3664,15.2544,15.2544,0.0529,56336000
319,1982-03-19,16.6208,16.7552,16.6208,16.6208,0.0577,65811200
320,1982-03-22,17.8752,18.0096,17.8752,17.8752,0.062,69193600
321,1982-03-23,17.7408,17.7408,17.6288,17.6288,0.0612,55955200
322,1982-03-24,16.7552,16.7552,16.6208,16.6208,0.0577,51609600
323,1982-03-25,16.6208,16.6208,16.5088,16.5088,0.0573,84112000
324,1982-03-26,16.3744,16.3744,16.24,16.24,0.0563,50780800
325,1982-03-29,16.6208,16.7552,16.6208,16.6208,0.0577,67603200
326,1982-03-30,16.8672,17.0016,16.8672,16.8672,0.0585,77952000
327,1982-03-31,16.8672,17.0016,16.8672,16.8672,0.0585,50153600
328,1982-04-01,17.7408,17.8752,17.7408,17.7408,0.0615,59136000
329,1982-04-02,17.7408,17.8752,17.7408,17.7408,0.0615,84806400
330,1982-04-05,17.7408,17.8752,17.7408,17.7408,0.0615,86643200
331,1982-04-06,17.7408,17.7408,17.6288,17.6288,0.0612,71590400
332,1982-04-07,17.4944,17.4944,17.3824,17.3824,0.0603,29097600
333,1982-04-08,17.4944,17.6288,17.4944,17.4944,0.0607,23990400
334,1982-04-12,17.4944,17.6288,17.3824,17.3824,0.0603,44307200
335,1982-04-13,16.128,16.128,15.9936,15.9936,0.0555,85299200
336,1982-04-14,16.128,16.24,16.128,16.128,0.0559,113590400
337,1982-04-15,16.3744,16.5088,16.3744,16.3744,0.0568,164281600
338,1982-04-16,16.8672,17.0016,16.8672,16.8672,0.0585,104048000
339,1982-04-19,16.7552,16.7552,16.5088,16.5088,0.0573,41283200
340,1982-04-20,15.8816,15.8816,15.7472,15.7472,0.0546,80550400
341,1982-04-21,15.7472,15.7472,15.6352,15.6352,0.0542,73024000
342,1982-04-22,15.5008,15.5008,15.3664,15.3664,0.0533,52595200
343,1982-04-23,15.3664,15.5008,15.3664,15.3664,0.0533,48294400
344,1982-04-26,15.7472,15.8816,15.7472,15.7472,0.0546,57926400
345,1982-04-27,15.3664,15.3664,15.2544,15.2544,0.0529,70268800
346,1982-04-28,14.7392,14.7392,14.6272,14.6272,0.0507,99232000
347,1982-04-29,14.6272,14.7392,14.6272,14.6272,0.0507,82230400
348,1982-04-30,14.7392,14.8736,14.7392,14.7392,0.0511,277401600
349,1982-05-03,15.2544,15.3664,15.2544,15.2544,0.0529,82700800
350,1982-05-04,15.7472,15.8816,15.7472,15.7472,0.0546,73987200
351,1982-05-05,15.7472,15.7472,15.5008,15.5008,0.0538,53939200
352,1982-05-06,15.9936,16.128,15.9936,15.9936,0.0555,75465600
353,1982-05-07,16.24,16.3744,16.24,16.24,0.0563,84716800
354,1982-05-10,16.128,16.128,15.9936,15.9936,0.0555,31606400
355,1982-05-11,15.6352,15.6352,15.5008,15.5008,0.0538,103017600
356,1982-05-12,15.2544,15.2544,15.12,15.12,0.0525,71008000
357,1982-05-13,15.2544,15.3664,15.2544,15.2544,0.0529,54454400
358,1982-05-14,14.8736,14.8736,14.6272,14.6272,0.0507,95737600
359,1982-05-17,14.4928,14.4928,14.3808,14.3808,0.0499,76204800
360,1982-05-18,14.2464,14.2464,14.1344,14.1344,0.049,122035200
361,1982-05-19,14.1344,14.1344,14.0,14.0,0.0486,75286400
362,1982-05-20,14.1344,14.2464,14.1344,14.1344,0.049,27619200
363,1982-05-21,14.2464,14.3808,14.2464,14.2464,0.0494,38841600
364,1982-05-24,14.3808,14.4928,14.3808,14.3808,0.0499,31987200
365,1982-05-25,14.3808,14.4928,14.3808,14.3808,0.0499,51564800
366,1982-05-26,14.3808,14.3808,14.2464,14.2464,0.0494,43276800
367,1982-05-27,14.1344,14.1344,14.0,14.0,0.0486,31248000
368,1982-05-28,14.0,14.1344,14.0,14.0,0.0486,19196800
369,1982-06-01,13.8656,13.8656,13.7536,13.7536,0.0477,47600000
370,1982-06-02,14.0,14.1344,14.0,14.0,0.0486,32905600
371,1982-06-03,13.7536,13.7536,13.5072,13.5072,0.0469,39760000
372,1982-06-04,13.2608,13.2608,13.1264,13.1264,0.0455,37676800
373,1982-06-07,13.1264,13.2608,13.1264,13.1264,0.0455,37161600
374,1982-06-08,13.1264,13.1264,12.992,12.992,0.0451,31404800
